UserID,Country,Language,RegDate,FirstPay,FirstAct,FirstSp,FirstCa,FirstGa,FirstPo,ApplicationID,Gender
1349264,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349265,276,2,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,3,1
1349268,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349269,276,2,2/11/2005,20050218,20050219,20050219,NULL,NULL,NULL,3,1
1349271,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349272,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,0
1349273,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349275,276,2,2/11/2005,20050216,20050221,20050221,NULL,NULL,NULL,3,1
1349278,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,1
1349281,276,2,2/11/2005,20050923,20050924,20050924,NULL,NULL,NULL,3,1
1349282,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349284,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349286,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349287,792,7,2/11/2005,20050218,20050219,20050219,NULL,20050222,NULL,9,1
1349289,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349291,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349292,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349295,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,1,1
1349296,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349298,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349299,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349300,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,1
1349303,300,8,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,14,1
1349304,792,7,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,9,1
1349305,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349316,276,2,2/11/2005,20050508,20050508,20050508,NULL,NULL,NULL,3,1
1349317,422,1,2/11/2005,20050304,20050304,20050304,20050325,NULL,NULL,1,1
1349318,616,9,2/11/2005,20050222,20050222,20050222,NULL,NULL,NULL,1,1
1349319,276,2,2/11/2005,20050218,20050218,20050218,NULL,NULL,NULL,3,1
1349320,40,2,2/11/2005,20050422,20050422,20050422,NULL,NULL,NULL,1,1
1349321,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349322,724,4,2/11/2005,20050211,20050211,20050211,20050311,NULL,NULL,1,1
1349323,208,11,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349329,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349330,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349331,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349337,276,2,2/11/2005,20050222,20050222,20050222,NULL,NULL,NULL,3,1
1349338,300,8,2/11/2005,20050302,20050302,20050302,NULL,NULL,NULL,14,1
1349339,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349340,276,2,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,3,1
1349344,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349345,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349346,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349347,724,4,2/11/2005,20050211,20050215,20050215,20050313,NULL,NULL,1,1
1349349,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349354,250,6,2/11/2005,20050222,20050222,20050222,NULL,NULL,NULL,1,1
1349355,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,1,1
1349356,792,7,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,9,1
1349357,40,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349358,250,6,2/11/2005,20050211,20050211,20050211,20050922,NULL,NULL,1,1
1349359,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349360,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349361,250,6,2/11/2005,20050211,20050214,20050214,NULL,NULL,NULL,1,1
1349365,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349366,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349368,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349369,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349370,208,11,2/11/2005,20050211,20050211,NULL,20050211,20050211,NULL,24,1
1349371,276,2,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,3,1
1349372,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,0
1349374,380,13,2/11/2005,20050903,20050903,20050903,NULL,20050929,NULL,1,1
1349375,276,2,2/11/2005,20050215,20050216,20050216,NULL,NULL,NULL,3,1
1349377,792,7,2/11/2005,20050212,20050213,20050213,NULL,NULL,NULL,1,1
1349378,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349384,276,2,2/11/2005,20050428,20050428,20050428,NULL,NULL,NULL,3,1
1349385,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349386,276,2,2/11/2005,20050215,20050216,20050216,NULL,NULL,NULL,3,1
1349387,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349389,616,9,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,1,1
1349396,208,11,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,15,0
1349397,276,2,2/11/2005,20050310,20050310,20050310,NULL,NULL,NULL,1,0
1349400,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349403,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,1
1349405,442,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,1,1
1349407,276,2,2/11/2005,20050226,20050226,20050226,NULL,NULL,NULL,3,1
1349412,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,1
1349415,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349416,276,2,2/11/2005,20050215,20050218,20050218,NULL,NULL,NULL,1,1
1349417,276,2,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,3,1
1349419,40,2,2/11/2005,20050211,20050507,NULL,20050507,NULL,NULL,1,1
1349420,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349423,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349424,208,11,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349425,250,4,2/11/2005,20050211,20050211,20050211,NULL,20050211,NULL,1,1
1349426,40,2,2/11/2005,20050211,20050211,NULL,20050211,NULL,NULL,1,1
1349427,40,2,2/11/2005,20050930,20050930,20050930,NULL,NULL,NULL,1,1
1349428,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349429,208,11,2/11/2005,20050929,20050929,20050929,NULL,NULL,NULL,16,1
1349431,578,10,2/11/2005,20050215,20050216,20050216,NULL,NULL,NULL,15,1
1349432,752,5,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349437,208,11,2/11/2005,20050211,20050211,NULL,20050211,20050215,20050211,23,1
1349439,276,2,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,3,1
1349441,276,2,2/11/2005,20050303,20050303,20050303,NULL,NULL,NULL,3,1
1349442,792,7,2/11/2005,20050314,20050317,20050317,NULL,NULL,NULL,9,1
1349444,276,2,2/11/2005,20050223,20050226,20050226,NULL,NULL,NULL,3,1
1349445,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,0
1349446,208,11,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349447,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349448,276,2,2/11/2005,20050708,20050708,20050708,NULL,NULL,NULL,3,1
1349451,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349452,276,2,2/11/2005,20050216,20050218,20050218,NULL,NULL,NULL,3,1
1349453,276,2,2/11/2005,20050422,20050422,20050422,NULL,NULL,NULL,3,1
1349455,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349457,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349458,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,1
1349459,300,8,2/11/2005,20050304,20050304,20050304,NULL,NULL,NULL,14,1
1349461,250,6,2/11/2005,20050211,20050213,20050213,NULL,20050213,NULL,1,1
1349462,40,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349463,208,11,2/11/2005,20050211,20050211,NULL,20050211,NULL,NULL,24,1
1349466,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349470,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349471,276,2,2/11/2005,20050211,20050211,NULL,20050211,20050211,NULL,1,1
1349473,616,9,2/11/2005,20050427,20050427,20050427,NULL,NULL,NULL,1,1
1349474,208,11,2/11/2005,20050211,20050211,20050213,20050211,20050211,NULL,1,0
1349475,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349477,752,5,2/11/2005,20050211,20050214,20050214,NULL,NULL,NULL,1,1
1349478,276,2,2/11/2005,20050215,20050216,20050216,NULL,NULL,NULL,3,1
1349480,616,9,2/11/2005,20050310,20050310,20050310,NULL,NULL,NULL,1,1
1349481,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349485,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349489,276,2,2/11/2005,20050225,20050225,20050225,NULL,NULL,NULL,3,1
1349491,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349492,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349494,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349496,300,8,2/11/2005,20050213,20050213,20050213,20050213,NULL,NULL,1,0
1349497,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349498,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349499,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,0
1349500,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349501,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349503,276,2,2/11/2005,20050215,20050219,20050219,NULL,NULL,NULL,3,1
1349504,792,7,2/11/2005,20050214,20050214,20050214,NULL,20050215,NULL,9,0
1349505,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349507,276,2,2/11/2005,20050311,20050311,20050311,NULL,NULL,NULL,3,1
1349509,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349510,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349511,300,8,2/11/2005,20050211,20050214,20050214,20050314,NULL,NULL,14,1
1349514,300,8,2/11/2005,20050211,20050211,20050211,20050429,20050901,NULL,1,1
1349515,276,2,2/11/2005,20050909,20050909,20050909,NULL,NULL,NULL,3,1
1349516,276,2,2/11/2005,20050830,20050831,20050831,NULL,20051002,NULL,1,1
1349517,724,4,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,1,1
1349519,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349521,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349522,756,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349523,792,7,2/11/2005,20050211,20050211,20050211,20050211,NULL,NULL,9,1
1349525,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349527,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349532,276,2,2/11/2005,20050225,20050226,20050226,NULL,NULL,NULL,3,1
1349535,276,2,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,3,1
1349538,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349541,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349542,620,1,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349543,300,8,2/11/2005,20050404,20050404,20050404,NULL,NULL,NULL,1,1
1349544,250,6,2/11/2005,20050211,20050211,20050211,20050911,NULL,NULL,1,1
1349545,276,2,2/11/2005,20050217,20050218,20050218,NULL,NULL,NULL,3,1
1349546,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349547,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349548,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,1
1349549,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349550,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349551,276,2,2/11/2005,20050217,20050218,20050218,NULL,NULL,NULL,3,1
1349552,40,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349553,300,8,2/11/2005,20050212,20050213,20050213,NULL,NULL,NULL,14,1
1349554,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349556,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349557,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349562,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349572,276,2,2/11/2005,20050211,20050211,NULL,20050211,NULL,NULL,24,1
1349573,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349574,276,2,2/11/2005,20050215,20050216,20050216,NULL,NULL,NULL,3,1
1349576,276,2,2/11/2005,20050213,20050213,20050213,NULL,NULL,NULL,3,1
1349577,300,8,2/11/2005,20050225,20050226,20050226,NULL,NULL,NULL,14,1
1349578,792,7,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,9,1
1349579,276,2,2/11/2005,20050907,20050919,20050919,NULL,NULL,NULL,3,1
1349586,250,6,2/11/2005,20050211,20050211,20050211,20050211,NULL,NULL,1,1
1349590,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349591,620,16,2/11/2005,20050211,20050211,20050211,20050625,20050321,NULL,1,1
1349592,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349594,792,7,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,9,1
1349595,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349596,276,2,2/11/2005,20050927,20050927,20050927,NULL,NULL,NULL,3,1
1349597,208,11,2/11/2005,20050211,20050211,20050211,NULL,NULL,20050216,15,1
1349599,40,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349600,276,2,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,1,1
1349602,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349604,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349605,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349607,40,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349608,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349609,724,4,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,1,1
1349610,724,4,2/11/2005,20050214,20050218,20050218,NULL,NULL,NULL,1,1
1349611,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349613,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349617,276,2,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,3,1
1349618,792,7,2/11/2005,20050214,20050215,20050215,NULL,NULL,NULL,9,1
1349621,616,9,2/11/2005,20050211,20050213,20050213,NULL,20050213,NULL,1,1
1349622,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349624,40,2,2/11/2005,20050218,20050218,20050528,20050218,NULL,NULL,24,1
1349628,792,7,2/11/2005,20050211,20050211,20050211,20050215,NULL,NULL,9,0
1349630,276,2,2/11/2005,20050215,20050223,20050223,NULL,NULL,NULL,3,1
1349632,276,2,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,3,1
1349634,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349635,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,1,1
1349636,276,2,2/11/2005,20050216,20050218,20050218,NULL,NULL,NULL,3,1
1349637,276,2,2/11/2005,20050818,20050211,20050211,NULL,NULL,NULL,3,1
1349638,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349639,300,8,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,1,1
1349640,724,4,2/11/2005,20050402,20050404,20050404,NULL,NULL,NULL,1,1
1349641,276,2,2/11/2005,20050804,20050804,20050804,NULL,NULL,NULL,3,1
1349644,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349645,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349646,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349647,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349648,300,8,2/11/2005,20050211,20050211,20050211,20050214,NULL,NULL,14,1
1349649,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349652,300,8,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,14,1
1349653,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349654,250,6,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,1,1
1349655,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349656,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349657,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349660,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349662,348,14,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349665,276,2,2/11/2005,20050427,20050427,20050427,NULL,NULL,NULL,3,1
1349666,380,1,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349669,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349670,250,6,2/11/2005,20051001,20051001,NULL,NULL,NULL,20051001,1,1
1349671,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349672,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349675,208,11,2/11/2005,20050224,20050224,20050224,20050224,NULL,NULL,1,1
1349677,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349678,792,7,2/11/2005,20050517,20050518,20050518,NULL,NULL,NULL,9,1
1349679,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349681,276,2,2/11/2005,20050211,20050211,20050211,20050212,NULL,NULL,1,1
1349682,276,2,2/11/2005,20050216,20050222,20050222,NULL,NULL,NULL,3,1
1349684,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349690,40,1,2/11/2005,20050226,20050226,20050226,NULL,NULL,NULL,9,1
1349692,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349696,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349699,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349700,250,6,2/11/2005,20050219,20050219,20050219,NULL,20050903,NULL,1,1
1349702,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,1,1
1349703,620,1,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,1,1
1349704,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349709,276,2,2/11/2005,20050215,20050216,20050216,NULL,NULL,NULL,3,1
1349714,300,8,2/11/2005,20050211,20050211,20050211,20050809,NULL,NULL,14,1
1349717,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349718,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349719,276,2,2/11/2005,20050216,20050221,20050221,NULL,NULL,NULL,1,1
1349722,276,2,2/11/2005,20050218,20050218,20050218,NULL,NULL,NULL,3,1
1349727,250,6,2/11/2005,20050211,20050211,20050211,20050521,NULL,NULL,1,1
1349733,616,9,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,1,1
1349734,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349739,620,1,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349744,276,2,2/11/2005,20050214,20050214,20050214,NULL,NULL,NULL,3,1
1349745,724,4,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,1,1
1349747,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349748,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349749,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349751,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349752,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349753,276,2,2/11/2005,20050913,20050916,20050916,NULL,NULL,NULL,3,1
1349754,276,2,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,3,1
1349757,250,6,2/11/2005,20050211,20050211,20050211,20050215,NULL,20050211,1,1
1349758,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349760,724,4,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,1,1
1349764,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349765,616,9,2/11/2005,20050307,20050307,20050307,NULL,NULL,NULL,1,1
1349766,276,2,2/11/2005,20050213,20050213,20050213,NULL,NULL,NULL,3,1
1349767,705,1,2/11/2005,20050211,20050211,20050211,20050513,20050312,NULL,1,1
1349768,300,8,2/11/2005,20050217,20050217,20050217,NULL,20050221,NULL,14,1
1349769,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349770,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349771,276,2,2/11/2005,20050215,20050216,20050216,NULL,NULL,NULL,3,1
1349772,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349774,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349776,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349777,705,1,2/11/2005,20050213,20050213,20050213,NULL,NULL,NULL,1,1
1349780,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349781,40,2,2/11/2005,20050211,20050211,NULL,NULL,NULL,20050211,23,1
1349782,578,10,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349783,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349784,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349785,616,9,2/11/2005,20050214,20050214,20050214,NULL,NULL,NULL,1,0
1349788,276,2,2/11/2005,20050217,20050217,20050217,NULL,NULL,NULL,3,1
1349791,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349794,276,2,2/11/2005,20050216,20050217,20050217,NULL,NULL,NULL,3,1
1349795,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349796,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349798,40,2,2/11/2005,20050211,20050212,20050212,NULL,NULL,NULL,1,1
1349799,442,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349802,276,2,2/11/2005,20050308,20050308,20050308,NULL,NULL,NULL,3,1
1349807,250,6,2/11/2005,20050211,20050211,20050228,20050211,NULL,NULL,1,1
1349809,208,11,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349810,250,6,2/11/2005,20050211,20050211,20050211,20050211,NULL,NULL,1,1
1349813,250,6,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349814,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349815,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349816,276,1,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,15,1
1349818,724,4,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349819,40,2,2/11/2005,20050211,20050211,NULL,20050211,NULL,NULL,1,1
1349821,276,2,2/11/2005,20050222,20050222,20050222,NULL,NULL,NULL,3,1
1349823,792,7,2/11/2005,20050211,20050211,20050211,20050215,NULL,NULL,9,1
1349825,348,1,2/11/2005,20050211,20050211,20050211,NULL,NULL,20050211,1,1
1349830,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349832,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349836,756,2,2/11/2005,20050211,20050211,20050211,20050212,20050213,NULL,1,1
1349837,276,2,2/11/2005,20050422,20050429,20050429,NULL,NULL,NULL,3,1
1349840,276,2,2/11/2005,20050215,20050215,20050215,NULL,NULL,NULL,3,1
1349841,380,1,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,1,1
1349842,276,2,2/11/2005,20050216,20050216,20050216,NULL,NULL,NULL,3,1
1349843,250,6,2/11/2005,20050211,20050211,20050211,20050217,NULL,NULL,1,1
1349844,276,2,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,3,1
1349845,250,6,2/11/2005,20050211,20050211,20050211,NULL,20050211,NULL,1,1
1349846,276,2,2/11/2005,20050505,20050505,20050505,NULL,NULL,NULL,3,1
1349851,208,11,2/11/2005,20050211,20050211,NULL,NULL,NULL,20050211,1,1
1349852,276,2,2/11/2005,20050212,20050212,20050212,NULL,NULL,NULL,3,1
1349855,276,2,2/11/2005,20050215,20050218,20050218,NULL,NULL,NULL,3,1
1349856,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349860,616,1,2/11/2005,20050211,20050211,NULL,20050211,NULL,NULL,24,1
1349861,380,3,2/11/2005,20050211,20050211,20050211,NULL,20050904,NULL,1,1
1349862,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
1349863,276,2,2/11/2005,20050416,20050416,20050416,NULL,NULL,NULL,3,1
1349864,276,2,2/11/2005,20050211,20050211,20050211,NULL,NULL,NULL,3,1
